service,language,alert,prompt,count,latest,age_days,stale
chatgpt,spanish,boil_water_notice,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,spanish,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,boil_water_notice,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,spanish,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,spanish,boil_water_notice,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,spanish,boil_water_notice,translate_boil_water_notice.txt,29,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,spanish,extreme_wind,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,spanish,extreme_wind,translate_extreme_wind.txt,29,2026-04-13,1,
chatgpt,spanish,fire,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,spanish,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,fire,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,spanish,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,fire,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,spanish,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,fire,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,spanish,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,spanish,fire,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,spanish,fire,translate_fire.txt,29,2026-04-13,1,
chatgpt,spanish,flood,prompt_chain_of_translation_360.txt,24,2026-04-13,1,
chatgpt,spanish,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,flood,prompt_cross_lingual_alignment_360.txt,24,2026-04-13,1,
chatgpt,spanish,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,flood,prompt_one_shot_360.txt,24,2026-04-13,1,
chatgpt,spanish,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,flood,prompt_persona_360.txt,24,2026-04-13,1,
chatgpt,spanish,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,spanish,flood,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,spanish,flood,prompt_simple_nolimit.txt,29,2026-04-13,1,
chatgpt,spanish,flood,translate_flood.txt,29,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_chain_of_translation_360.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_chain_of_translation_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_cross_lingual_alignment_360.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_cross_lingual_alignment_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_one_shot_360.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_one_shot_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_persona_360.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_persona_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_simple_360.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,prompt_simple_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,911_outage,translate_911_outage.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_chain_of_translation_360.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_chain_of_translation_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_cross_lingual_alignment_360.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_one_shot_360.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_one_shot_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_persona_360.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_persona_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_simple_360.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,prompt_simple_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,boil_water_notice,translate_boil_water_notice.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_chain_of_translation_360.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_chain_of_translation_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_cross_lingual_alignment_360.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_one_shot_360.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_one_shot_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_persona_360.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_persona_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_simple_360.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,prompt_simple_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,extreme_wind,translate_extreme_wind.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_chain_of_translation_360.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_chain_of_translation_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_cross_lingual_alignment_360.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_cross_lingual_alignment_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_one_shot_360.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_one_shot_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_persona_360.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_persona_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_simple_360.txt,8,2026-04-13,1,
chatgpt,swahili,fire,prompt_simple_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,fire,translate_fire.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_chain_of_translation_360.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_chain_of_translation_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_cross_lingual_alignment_360.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_cross_lingual_alignment_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_one_shot_360.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_one_shot_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_persona_360.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_persona_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_simple_360.txt,8,2026-04-13,1,
chatgpt,swahili,flood,prompt_simple_nolimit.txt,8,2026-04-13,1,
chatgpt,swahili,flood,translate_flood.txt,8,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_chain_of_translation_360.txt,22,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_cross_lingual_alignment_360.txt,22,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_one_shot_360.txt,22,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_persona_360.txt,22,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,tagalog,911_outage,prompt_simple_nolimit.txt,22,2026-04-13,1,
chatgpt,tagalog,911_outage,translate_911_outage.txt,22,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_chain_of_translation_360.txt,22,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_cross_lingual_alignment_360.txt,22,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_one_shot_360.txt,22,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_persona_360.txt,22,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,prompt_simple_nolimit.txt,22,2026-04-13,1,
chatgpt,tagalog,boil_water_notice,translate_boil_water_notice.txt,22,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_chain_of_translation_360.txt,22,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_cross_lingual_alignment_360.txt,22,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_one_shot_360.txt,22,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_persona_360.txt,22,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,tagalog,extreme_wind,prompt_simple_nolimit.txt,22,2026-04-13,1,
chatgpt,tagalog,extreme_wind,translate_extreme_wind.txt,22,2026-04-13,1,
chatgpt,tagalog,fire,prompt_chain_of_translation_360.txt,22,2026-04-13,1,
chatgpt,tagalog,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,fire,prompt_cross_lingual_alignment_360.txt,22,2026-04-13,1,
chatgpt,tagalog,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,fire,prompt_one_shot_360.txt,22,2026-04-13,1,
chatgpt,tagalog,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,fire,prompt_persona_360.txt,22,2026-04-13,1,
chatgpt,tagalog,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,tagalog,fire,prompt_simple_nolimit.txt,22,2026-04-13,1,
chatgpt,tagalog,fire,translate_fire.txt,21,2026-04-13,1,
chatgpt,tagalog,flood,prompt_chain_of_translation_360.txt,22,2026-04-13,1,
chatgpt,tagalog,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,flood,prompt_cross_lingual_alignment_360.txt,22,2026-04-13,1,
chatgpt,tagalog,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,flood,prompt_one_shot_360.txt,22,2026-04-13,1,
chatgpt,tagalog,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,flood,prompt_persona_360.txt,22,2026-04-13,1,
chatgpt,tagalog,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,tagalog,flood,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,tagalog,flood,prompt_simple_nolimit.txt,22,2026-04-13,1,
chatgpt,tagalog,flood,translate_flood.txt,22,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,911_outage,translate_911_outage.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,boil_water_notice,translate_boil_water_notice.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,extreme_wind,translate_extreme_wind.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,tamil,fire,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,fire,translate_fire.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,tamil,flood,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,tamil,flood,translate_flood.txt,2,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,911_outage,translate_911_outage.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,boil_water_notice,translate_boil_water_notice.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,extreme_wind,translate_extreme_wind.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,telegu,fire,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,fire,translate_fire.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_persona_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_simple_360.txt,20,2026-04-13,1,
chatgpt,telegu,flood,prompt_simple_nolimit.txt,20,2026-04-13,1,
chatgpt,telegu,flood,translate_flood.txt,20,2026-04-13,1,
chatgpt,thai,911_outage,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,911_outage,translate_911_outage.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,boil_water_notice,translate_boil_water_notice.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,extreme_wind,translate_extreme_wind.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,thai,fire,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,fire,translate_fire.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_chain_of_translation_360.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_chain_of_translation_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_cross_lingual_alignment_360.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_cross_lingual_alignment_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_one_shot_360.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_one_shot_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_persona_360.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_persona_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_simple_360.txt,2,2026-04-13,1,
chatgpt,thai,flood,prompt_simple_nolimit.txt,2,2026-04-13,1,
chatgpt,thai,flood,translate_flood.txt,2,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_chain_of_translation_360.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_chain_of_translation_nolimit.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_cross_lingual_alignment_360.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_one_shot_360.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_one_shot_nolimit.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_persona_360.txt,20,2026-04-13,1,
chatgpt,tigrinya,911_outage,prompt_persona_nolimit.txt,20,2026-04-13,1,
