schema,service,language,event,prompt,row_count,rows_with_placeholders,total_placeholder_count,unique_placeholder_count,placeholder_tokens
chatgpt_gemini_deepseek,chatgpt,Nepali,flood,prompt_one_shot_nolimit.txt,2,2,8,5,"[""[LOCATION]"", ""[PATHAUNE NIKAY]"", ""[PATHAUNE SANSTHA]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Nepali,flood,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Nepali,flood,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Nepali,flood,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Nepali,flood,prompt_simple_nolimit.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Nepali,flood,translate_flood.txt,2,2,8,5,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[सन्देश पठाउने संस्था]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_chain_of_translation_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_chain_of_translation_nolimit.txt,7,7,21,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_cross_lingual_alignment_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_cross_lingual_alignment_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_one_shot_360.txt,8,8,27,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_one_shot_nolimit.txt,8,8,27,5,"[""[LOCATION]"", ""[QONNAA AANGOO KEENYA]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_persona_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_persona_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_simple_360.txt,7,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,prompt_simple_nolimit.txt,7,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,911_outage,translate_911_outage.txt,8,8,24,3,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_chain_of_translation_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_chain_of_translation_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_cross_lingual_alignment_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_one_shot_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_one_shot_nolimit.txt,8,8,25,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_persona_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_persona_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_simple_360.txt,7,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,prompt_simple_nolimit.txt,7,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,boil_water_notice,translate_boil_water_notice.txt,8,8,32,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_chain_of_translation_360.txt,8,8,25,4,"[""[DANGERS]"", ""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_chain_of_translation_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_cross_lingual_alignment_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_one_shot_360.txt,8,8,28,5,"[""[AGENCY]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_one_shot_nolimit.txt,8,8,31,9,"[""[INSTANSI FIRMAAN BAASU]"", ""[LOCATION]"", ""[MAGAALAA BEEKSISAA]"", ""[MUL’ISA DHAABA]"", ""[QONDALAA]"", ""[SENDING AGENCY]"", ""[Sending Agency]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_persona_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_persona_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_simple_360.txt,7,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,prompt_simple_nolimit.txt,8,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,extreme_wind,translate_extreme_wind.txt,8,8,32,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_chain_of_translation_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_chain_of_translation_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_cross_lingual_alignment_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_cross_lingual_alignment_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_one_shot_360.txt,8,8,26,5,"[""[AGENCY]"", ""[IYYANNAA]"", ""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_one_shot_nolimit.txt,8,8,32,8,"[""[AGENCY]"", ""[LOCATION]"", ""[MAGAALAA GABAA]"", ""[QAAMANSA AGENCII]"", ""[QINNAAQQAA BEEKSISA]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_persona_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_persona_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_simple_360.txt,6,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,prompt_simple_nolimit.txt,6,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,fire,translate_fire.txt,8,8,40,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_chain_of_translation_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_chain_of_translation_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_cross_lingual_alignment_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_cross_lingual_alignment_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_one_shot_360.txt,8,8,27,5,"[""[AGENCY]"", ""[DUBBISA DIRIIRSAA]"", ""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_one_shot_nolimit.txt,8,8,31,9,"[""[AGENCY]"", ""[HAYYAMA BAASEE]"", ""[LOCATION]"", ""[MAGAALA BEEKKAMTU]"", ""[MANNAA DHIBDEE]"", ""[SEENDING AGENCY]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_persona_360.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_persona_nolimit.txt,8,8,24,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_simple_360.txt,7,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,prompt_simple_nolimit.txt,6,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Oromo,flood,translate_flood.txt,8,8,32,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_chain_of_translation_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_chain_of_translation_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_cross_lingual_alignment_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_cross_lingual_alignment_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_one_shot_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_one_shot_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,prompt_simple_nolimit.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,911_outage,translate_911_outage.txt,2,2,6,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[URL]"", ""[سازمان چې پيغام لېږي]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_chain_of_translation_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_chain_of_translation_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_cross_lingual_alignment_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_one_shot_360.txt,2,2,7,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_one_shot_nolimit.txt,2,2,7,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,prompt_simple_nolimit.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,boil_water_notice,translate_boil_water_notice.txt,2,2,8,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_chain_of_translation_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_chain_of_translation_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_cross_lingual_alignment_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_one_shot_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_one_shot_nolimit.txt,2,2,7,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,prompt_simple_nolimit.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,extreme_wind,translate_extreme_wind.txt,2,2,8,5,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[سندرونکي اداره]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_chain_of_translation_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_chain_of_translation_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_cross_lingual_alignment_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_cross_lingual_alignment_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_one_shot_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_one_shot_nolimit.txt,2,2,8,5,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[سازمان]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,prompt_simple_nolimit.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,fire,translate_fire.txt,2,2,10,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_chain_of_translation_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_chain_of_translation_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_cross_lingual_alignment_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_cross_lingual_alignment_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_one_shot_360.txt,2,2,7,4,"[""[LOCATION]"", ""[TIME]"", ""[URL]"", ""[سازمان]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_one_shot_nolimit.txt,2,2,8,5,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]"", ""[سند ورکوونکی اداره]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_persona_360.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_persona_nolimit.txt,2,2,6,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_simple_360.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,prompt_simple_nolimit.txt,2,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Pashto,flood,translate_flood.txt,2,2,8,4,"[""[LOCATION]"", ""[TIME]"", ""[URL]"", ""[سENDING AGENCY]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_chain_of_translation_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_cross_lingual_alignment_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_one_shot_360.txt,20,20,66,6,"[""[AGÊNCIA REMETENTE]"", ""[AUTORIDADE]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_one_shot_nolimit.txt,20,20,76,8,"[""[AGÊNCIA REMETENTE]"", ""[AGÊNCIA RESPONSÁVEL]"", ""[AUTORIDADE RESPONSÁVEL]"", ""[ENVIO DE AGÊNCIA]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_persona_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_simple_360.txt,20,2,2,2,"[""[inserir número alternativo]"", ""[inserir número]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,prompt_simple_nolimit.txt,20,9,13,5,"[""[autoridade local]"", ""[número alternativo]"", ""[número local]"", ""[serviço/local de emergência]"", ""[órgão de segurança/local]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,911_outage,translate_911_outage.txt,20,20,60,5,"[""[AGÊNCIA EMISSORA]"", ""[AGÊNCIA REMETENTE]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_chain_of_translation_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_cross_lingual_alignment_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_one_shot_360.txt,20,20,61,4,"[""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_one_shot_nolimit.txt,20,20,63,5,"[""[AGÊNCIA EMISSORA]"", ""[AGÊNCIA REMETENTE]"", ""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_persona_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_simple_360.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,prompt_simple_nolimit.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Portuguese,boil_water_notice,translate_boil_water_notice.txt,20,20,80,6,"[""[AGÊNCIA EMISSORA]"", ""[AGÊNCIA REMETENTE]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_chain_of_translation_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_cross_lingual_alignment_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_one_shot_360.txt,20,20,63,6,"[""[AGÊNCIA EMISSORA]"", ""[AGÊNCIA REMETENTE]"", ""[AGÊNCIA]"", ""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_one_shot_nolimit.txt,20,20,73,6,"[""[AGÊNCIA EMISSORA]"", ""[AGÊNCIA REMETENTE]"", ""[AGÊNCIA RESPONSÁVEL]"", ""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_persona_360.txt,20,20,61,4,"[""[LOCATION]"", ""[TIME]"", ""[URL]"", ""[Vento extremo]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_persona_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_simple_360.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,prompt_simple_nolimit.txt,20,0,0,0,[]
chatgpt_gemini_deepseek,chatgpt,Portuguese,extreme_wind,translate_extreme_wind.txt,20,20,80,6,"[""[AGÊNCIA EMISSORA]"", ""[AGÊNCIA REMETENTE]"", ""[LOCATION]"", ""[SENDING AGENCY]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,fire,prompt_chain_of_translation_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,fire,prompt_chain_of_translation_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,fire,prompt_cross_lingual_alignment_360.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
chatgpt_gemini_deepseek,chatgpt,Portuguese,fire,prompt_cross_lingual_alignment_nolimit.txt,20,20,60,3,"[""[LOCATION]"", ""[TIME]"", ""[URL]""]"
